UId,Id,No,World,GuildId,GuildName,Name,ForceValue,VC,VirtualityFormation,VFCNum,GBGroupId,Delete

# 円卓の魔女[WRT]
800101,388526663008,1,8,8001,"円卓の魔女[WRT]","リュート@円卓の魔女",0,0,6,0,0,0
800102,544424759008,2,8,8001,"円卓の魔女[WRT]","りずり",0,0,5,0,0,0
800103,931379596008,3,8,8001,"円卓の魔女[WRT]","りーんちゃ",0,0,5,0,0,0
800104,149570112008,4,8,8001,"円卓の魔女[WRT]","dinosaur#iii",0,0,2,0,0,0
800105,678110320008,5,8,8001,"円卓の魔女[WRT]","ケルベロベロベロペロ",0,0,2,0,0,0
800106,419140138008,6,8,8001,"円卓の魔女[WRT]","Moddey",0,0,1,0,0,0
800107,821568665008,8,8,8001,"円卓の魔女[WRT]","吹雪@アーティ",0,0,1,0,0,0
800108,802051124008,8,8,8001,"円卓の魔女[WRT]","かんてん",0,0,6,0,0,0
800109,552337153008,9,8,8001,"円卓の魔女[WRT]","まっそー会員No_",0,0,2,0,0,0
800110,794844036008,10,8,8001,"円卓の魔女[WRT]","さくらもち",0,0,2,0,0,0
800111,697041529008,11,8,8001,"円卓の魔女[WRT]","いずみん",0,0,2,0,0,0
800112,239394788008,12,8,8001,"円卓の魔女[WRT]","デバフプレイヤーふー",0,0,6,0,0,0
800113,861774714008,13,8,8001,"円卓の魔女[WRT]","はるちゃん",0,0,2,0,0,0
800114,826684525008,14,8,8001,"円卓の魔女[WRT]","リー",0,0,1,0,0,0
800115,613327872008,15,8,8001,"円卓の魔女[WRT]","ニーナ推し隊@モブ太",0,0,4,0,0,0
800116,809333132008,16,8,8001,"円卓の魔女[WRT]","Calendula",0,0,1,0,0,0
800117,383494743008,18,8,8001,"円卓の魔女[WRT]","ケルベロベロレロペロ",0,0,4,0,0,0
800118,615153679008,18,8,8001,"円卓の魔女[WRT]","たー",0,0,1,0,0,0
800119,220326970008,19,8,8001,"円卓の魔女[WRT]","ONOD",0,0,4,0,0,0
800120,265877704008,20,8,8001,"円卓の魔女[WRT]","栄",0,0,2,0,0,0
800121,626027628008,21,8,8001,"円卓の魔女[WRT]","膿うさぎ",0,0,2,0,0,0
800122,865540046008,22,8,8001,"円卓の魔女[WRT]","mame",0,0,2,0,0,0
800123,641666237008,23,8,8001,"円卓の魔女[WRT]","なっさん",0,0,2,0,0,0
800124,434311291008,24,8,8001,"円卓の魔女[WRT]","しんく。",0,0,2,0,0,0
800125,461607733008,25,8,8001,"円卓の魔女[WRT]","じるさま",0,0,2,0,0,0
800126,322426886008,26,8,8001,"円卓の魔女[WRT]","ソラネ",0,0,4,0,0,0
800127,258431770008,28,8,8001,"円卓の魔女[WRT]","fantasma",0,0,2,0,0,0
800128,461018640008,28,8,8001,"円卓の魔女[WRT]","飛鳥",0,0,1,0,0,0
800129,576370066008,29,8,8001,"円卓の魔女[WRT]","さなぎむし",0,0,2,0,0,0
800130,370965735008,30,8,8001,"円卓の魔女[WRT]","なべ",0,0,2,0,0,0
800131,698064423008,31,8,8001,"円卓の魔女[WRT]","しおんﾏｿ",0,0,4,0,0,0
800132,303740113008,32,8,8001,"円卓の魔女[WRT]","ピノノワール",0,0,1,0,0,0
800133,992547933008,33,8,8001,"円卓の魔女[WRT]","いちごたると",0,0,2,0,0,0
800134,204231579008,34,8,8001,"円卓の魔女[WRT]","そぬよし",0,0,1,0,0,0
800135,226666028008,35,8,8001,"円卓の魔女[WRT]","Arupaca",0,0,1,0,0,0
800136,100611226008,36,8,8001,"円卓の魔女[WRT]","アルテミス",0,0,2,0,0,0
800137,621946578008,38,8,8001,"円卓の魔女[WRT]","dinosaur2",0,0,2,0,0,0
800138,887357950008,38,8,8001,"円卓の魔女[WRT]","リコッタ",0,0,6,0,0,0
800139,714067208008,39,8,8001,"円卓の魔女[WRT]","ラスト",0,0,1,0,0,0
800140,768000804008,40,8,8001,"円卓の魔女[WRT]","メシア",0,0,6,0,0,0
800141,423357370008,41,8,8001,"円卓の魔女[WRT]","かい",0,0,6,0,0,0
800142,636852593008,42,8,8001,"円卓の魔女[WRT]","ナシィ",0,0,4,0,0,0
800143,769153896008,43,8,8001,"円卓の魔女[WRT]","にくまん",0,0,1,0,0,0
800144,209561037008,44,8,8001,"円卓の魔女[WRT]","もも",0,0,4,0,0,0
800145,709008732008,45,8,8001,"円卓の魔女[WRT]","大天使ドゥブリエル",0,0,4,0,0,0
800146,877884931008,46,8,8001,"円卓の魔女[WRT]","りっくかいちょー",0,0,4,0,0,0
800147,978687945008,47,8,8001,"円卓の魔女[WRT]","Selva",0,0,4,0,0,0
800148,805561901008,48,8,8001,"円卓の魔女[WRT]","tyai",0,0,6,0,0,0
800149,100612682008,49,8,8001,"円卓の魔女[WRT]","ショグラ",0,0,6,0,0,0
800150,877398346008,50,8,8001,"円卓の魔女[WRT]","封印されしホラりん",0,0,6,0,0,0
