Id,FormationId,PlayerId,SortNo,Name,Rarity,Level,ForceValue,SpeedRune1,SpeedRune2,SpeedRune3,PiercingRune1,PiercingRune2,PiercingRune3,LRNum,URNum,SSRNum,SRNum,RNum,EWeapon
# S-DAT
# Lucille メイン3 、サブ5
1102,90001,819653555007,1,"フレイシア",15,390,0,0,0,0,0,0,0,0,0,0,0,0,0
1204,90001,819653555007,2,"ニーナ",15,390,0,0,0,0,0,0,0,0,0,0,0,0,0
1106,90001,819653555007,3,"ディアン",15,390,0,0,0,0,0,0,0,0,0,0,0,0,0
1402,90001,819653555007,4,"[聖剣の魔女]フォルティナ",9,390,0,0,0,0,0,0,0,0,0,0,0,0,0
1404,90001,819653555007,5,"[天泣の魔女]ルサールカ",5,390,0,0,0,0,0,0,0,0,0,0,0,0,0
1504,90002,819653555007,1,"[骸晶の魔女]オフィーリア",9,390,0,0,0,0,0,0,0,0,0,0,0,0,0
1003,90002,819653555007,2,"フェンリル",15,390,0,0,0,0,0,0,0,0,0,0,0,0,0
1004,90002,819653555007,3,"フローレンス",15,390,0,0,0,0,0,0,0,0,0,0,0,0,0
1306,90002,819653555007,4,"カロル",9,390,0,0,0,0,0,0,0,0,0,0,0,0,0
1008,90002,819653555007,5,"ステラ",9,390,0,0,0,0,0,0,0,0,0,0,0,0,0
1305,90003,819653555007,1,"プリマヴェーラ",14,390,0,0,0,0,0,0,0,0,0,0,0,0,0
1203,90003,819653555007,2,"コルディ",15,390,0,0,0,0,0,0,0,0,0,0,0,0,0
1202,90003,819653555007,3,"マーリン",15,390,0,0,0,0,0,0,0,0,0,0,0,0,0
1209,90003,819653555007,4,"[涼風の軍神]サブリナ",9,390,0,0,0,0,0,0,0,0,0,0,0,0,0
1301,90003,819653555007,5,"ミミ",15,390,0,0,0,0,0,0,0,0,0,0,0,0,0
1206,90004,819653555007,1,"ルーク",9,390,0,0,0,0,0,0,0,0,0,0,0,0,0
1006,90004,819653555007,2,"モーザ",15,390,0,0,0,0,0,0,0,0,0,0,0,0,0
1007,90004,819653555007,3,"シヴィ",8,390,0,0,0,0,0,0,0,0,0,0,0,0,0
1201,90004,819653555007,4,"アイビー",15,390,0,0,0,0,0,0,0,0,0,0,0,0,0
1205,90004,819653555007,5,"メルティーユ",15,390,0,0,0,0,0,0,0,0,0,0,0,0,0
1304,90005,819653555007,1,"オリヴィエ",14,390,0,0,0,0,0,0,0,0,0,0,0,0,0
1303,90005,819653555007,2,"ハトホル",15,390,0,0,0,0,0,0,0,0,0,0,0,0,0
1307,90005,819653555007,3,"ウィーラ",8,390,0,0,0,0,0,0,0,0,0,0,0,0,0
1308,90005,819653555007,4,"リシェス",8,390,0,0,0,0,0,0,0,0,0,0,0,0,0
1302,90005,819653555007,5,"トロポン",14,390,0,0,0,0,0,0,0,0,0,0,0,0,0
1403,90006,819653555007,1,"[雷啼の魔女]ケロベロス",7,390,0,0,0,0,0,0,0,0,0,0,0,0,0
1002,90006,819653555007,2,"アムレート",15,390,0,0,0,0,0,0,0,0,0,0,0,0,0
1207,90006,819653555007,3,"レア",9,390,0,0,0,0,0,0,0,0,0,0,0,0,0
1005,90006,819653555007,4,"ソーニャ",8,390,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,90006,819653555007,5,"ソルティーナ",14,390,0,0,0,0,0,0,0,0,0,0,0,0,0
1108,90007,819653555007,1,"シフォン",9,390,0,0,0,0,0,0,0,0,0,0,0,0,0
1101,90007,819653555007,2,"サブリナ",15,390,0,0,0,0,0,0,0,0,0,0,0,0,0
1401,90007,819653555007,3,"[弔花の魔女]ナターシャ",8,390,0,0,0,0,0,0,0,0,0,0,0,0,0
1105,90007,819653555007,4,"ベル",8,390,0,0,0,0,0,0,0,0,0,0,0,0,0
1110,90007,819653555007,5,"プリシラ",8,390,0,0,0,0,0,0,0,0,0,0,0,0,0
1107,90008,819653555007,1,"ソフィア",9,390,0,0,0,0,0,0,0,0,0,0,0,0,0
1208,90008,819653555007,2,"フィアー",9,390,0,0,0,0,0,0,0,0,0,0,0,0,0
1103,90008,819653555007,3,"アモール",15,390,0,0,0,0,0,0,0,0,0,0,0,0,0
1109,90008,819653555007,4,"アーティ",8,390,0,0,0,0,0,0,0,0,0,0,0,0,0
1104,90008,819653555007,5,"リーン",15,390,0,0,0,0,0,0,0,0,0,0,0,0,0

# たまのさん  未確認



# 黒波 らむね。 メイン1
1202,90201,788155589007,1,"マーリン",9,240,0,0,0,0,0,0,0,0,0,0,0,0,0
1203,90201,788155589007,2,"コルディ",13,240,0,0,0,0,0,0,0,0,0,0,0,0,0
1109,90201,788155589007,3,"アーティ",8,240,0,0,0,0,0,0,0,0,0,0,0,0,0
1305,90201,788155589007,4,"プリマヴェーラ",10,240,0,0,0,0,0,0,0,0,0,0,0,0,0
1002,90201,788155589007,5,"アムレート",9,240,0,0,0,0,0,0,0,0,0,0,0,0,0

# ジャン メイン1(コルディは?)
1002,90301,466552790007,1,"アムレート",12,307,0,0,0,0,0,0,0,0,0,0,0,0,0
1504,90301,466552790007,2,"[骸晶の魔女]オフィーリア",3,307,0,0,0,0,0,0,0,0,0,0,0,0,0
1004,90301,466552790007,3,"フローレンス",14,307,0,0,0,0,0,0,0,0,0,0,0,0,0
1207,90301,466552790007,4,"レア",3,307,0,0,0,0,0,0,0,0,0,0,0,0,0
1305,90301,466552790007,5,"プリマヴェーラ",7,307,0,0,0,0,0,0,0,0,0,0,0,0,0



# ぐらとん メイン3 、サブ1
1209,90401,202085701007,1,"[涼風の軍神]サブリナ",9,370,0,0,0,0,0,0,0,0,0,0,0,0,0
1202,90401,202085701007,2,"マーリン",14,370,0,0,0,0,0,0,0,0,0,0,0,0,0
1404,90401,202085701007,3,"[天泣の魔女]ルサールカ",14,370,0,0,0,0,0,0,0,0,0,0,0,0,0
1203,90401,202085701007,4,"コルディ",14,370,0,0,0,0,0,0,0,0,0,0,0,0,0
1305,90401,202085701007,5,"プリマヴェーラ",14,370,0,0,0,0,0,0,0,0,0,0,0,0,0
1004,90402,202085701007,1,"フローレンス",14,370,0,0,0,0,0,0,0,0,0,0,0,0,0
1208,90402,202085701007,2,"フィアー",14,370,0,0,0,0,0,0,0,0,0,0,0,0,0
1504,90402,202085701007,3,"[骸晶の魔女]オフィーリア",7,370,0,0,0,0,0,0,0,0,0,0,0,0,0
1003,90402,202085701007,4,"フェンリル",14,370,0,0,0,0,0,0,0,0,0,0,0,0,0
1001,90402,202085701007,5,"ソルティーナ",14,370,0,0,0,0,0,0,0,0,0,0,0,0,0
1106,90403,202085701007,1,"ディアン",14,370,0,0,0,0,0,0,0,0,0,0,0,0,0
1102,90403,202085701007,2,"フレイシア",14,370,0,0,0,0,0,0,0,0,0,0,0,0,0
1103,90403,202085701007,3,"アモール",15,370,0,0,0,0,0,0,0,0,0,0,0,0,0
1207,90403,202085701007,4,"レア",9,370,0,0,0,0,0,0,0,0,0,0,0,0,0
1204,90403,202085701007,5,"ニーナ",15,370,0,0,0,0,0,0,0,0,0,0,0,0,0
1002,90404,202085701007,1,"アムレート",16,370,0,0,0,0,0,0,0,0,0,0,0,0,0
1506,90404,202085701007,2,"[神呪の魔女]イリア",8,370,0,0,0,0,0,0,0,0,0,0,0,0,0
1301,90404,202085701007,3,"ミミ",13,370,0,0,0,0,0,0,0,0,0,0,0,0,0
1109,90404,202085701007,4,"アーティ",9,370,0,0,0,0,0,0,0,0,0,0,0,0,0
1010,90404,202085701007,5,"アイリス",6,160,0,0,0,0,0,0,0,0,0,0,0,0,0

# かなめ メイン3(1巡目と2巡目で編成かえてる)、サブ2
#1405,90501,315240075007,1,"[聖槍の魔女]エルフリンデ",14,395,0,0,0,0,0,0,0,0,0,0,0,0,0
#1208,90501,315240075007,2,"フィアー",9,395,0,0,0,0,0,0,0,0,0,0,0,0,0
